id;Versao;REG;Ordem;Campo;CampoUnico;Descricao;Tipo;Tamanho;Decimal;Relevante
1991;8.00;I050;4;IND_CTA;I050_IND_CTA;"Indicador do tipo de conta: S - Sintética; A - Analítica.";C;1;-;TRUE
1992;8.00;I050;5;NIVEL;I050_NIVEL;Nível da conta analítica/grupo de contas.;N;-;-;TRUE
1993;8.00;I050;6;COD_CTA;I050_COD_CTA;Código da conta analítica/grupo de contas.;C;-;-;TRUE
1994;8.00;I050;7;COD_CTA_SUP;I050_COD_CTA_SUP;Código da conta sintética/grupo de contas de nível imediatamente superior.;C;-;-;TRUE
1995;8.00;I050;8;CTA;I050_CTA;Nome da conta analítica/grupo de contas.;C;-;-;TRUE
1996;8.00;I051;1;REG;I051_REG;Texto fixo contendo I051.;C;4;-;TRUE
1997;8.00;I051;2;COD_CCUS;I051_COD_CCUS;Código do centro de custo.;C;-;-;TRUE
1998;8.00;I051;3;COD_CTA_REF;I051_COD_CTA_REF;Código da conta de acordo com o plano de contas referencial, conforme tabela publicada pelos órgãos indicados no campo COD_PLAN_REF do registro 0000.;C;-;-;TRUE
1999;8.00;I052;1;REG;I052_REG;Texto fixo contendo I052.;C;4;-;TRUE
2000;8.00;I052;2;COD_CCUS;I052_COD_CCUS;Código do centro de custo.;C;-;-;TRUE
2001;8.00;I052;3;COD_AGL;I052_COD_AGL;Código de aglutinação utilizado nas demonstrações contábeis do bloco J.;C;-;-;TRUE
2002;8.00;I053;1;REG;I053_REG;Texto fixo contendo I053.;C;4;-;TRUE
2003;8.00;I053;2;COD_IDT;I053_COD_IDT;Código de identificação do grupo de conta-subconta(s).;C;6;-;TRUE
2004;8.00;I053;3;COD_CNT_CORR;I053_COD_CNT_CORR;Código da subconta correlata (deve estar no plano de contas e só pode estar relacionada a um único grupo).;C;-;-;TRUE
2005;8.00;I053;4;NAT_SUB_CNT;I053_NAT_SUB_CNT;Natureza da subconta correlata (conforme tabela de natureza da subconta publicada no Sped).;C;2;-;TRUE
2006;8.00;I075;1;REG;I075_REG;Texto fixo contendo I075.;C;4;-;TRUE
2007;8.00;I075;2;COD_HIST;I075_COD_HIST;Código do histórico padronizado.;C;-;-;TRUE
2008;8.00;I075;3;DESCR_HIST;I075_DESCR_HIST;Descrição do histórico padronizado.;C;-;-;TRUE
2009;8.00;I100;1;REG;I100_REG;Texto fixo contendo I100.;C;4;-;TRUE
2010;8.00;I100;2;DT_ALT;I100_DT_ALT;Data da inclusão/alteração.;N;8;-;TRUE
2011;8.00;I100;3;COD_CCUS;I100_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
2012;8.00;I100;4;CCUS;I100_CCUS;Nome do centro de custos.;C;-;-;TRUE
2013;8.00;I150;1;REG;I150_REG;Texto fixo contendo I150.;C;4;-;TRUE
2014;8.00;I150;2;DT_INI;I150_DT_INI;Data de início do período.;N;8;-;TRUE
2015;8.00;I150;3;DT_FIN;I150_DT_FIN;Data de fim do período.;N;8;-;TRUE
2016;8.00;I155;1;REG;I155_REG;Texto fixo contendo I155.;C;4;-;TRUE
2017;8.00;I155;2;COD_CTA;I155_COD_CTA;Código da conta analítica.;C;-;-;TRUE
2018;8.00;I155;3;COD_CCUS;I155_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
2019;8.00;I155;4;VL_SLD_INI;I155_VL_SLD_INI;Valor do saldo inicial do período.;N;19;2;TRUE
2020;8.00;I155;5;IND_DC_INI;I155_IND_DC_INI;Indicador da situação do saldo inicial: D/C;C;1;-;TRUE
2021;8.00;I155;6;VL_DEB;I155_VL_DEB;Valor total dos débitos do período.;N;19;2;TRUE
2022;8.00;I155;7;VL_CRED;I155_VL_CRED;Valor total dos créditos do período.;N;19;2;TRUE
2023;8.00;I155;8;VL_SLD_FIN;I155_VL_SLD_FIN;Valor do saldo final do período.;N;19;2;TRUE
2024;8.00;I155;9;IND_DC_FIN;I155_IND_DC_FIN;Indicador da situação do saldo final: D/C;C;1;-;TRUE
2025;8.00;I155;10;VL_SLD_INI_MF;I155_VL_SLD_INI_MF;Valor do saldo inicial do período em MF.;N;19;2;TRUE
2026;8.00;I155;11;IND_DC_INI_MF;I155_IND_DC_INI_MF;Indicador da situação inicial em MF: D/C;C;1;-;TRUE
2027;8.00;I155;12;VL_DEB_MF;I155_VL_DEB_MF;Valor total dos débitos em MF.;N;19;2;TRUE
2028;8.00;I155;13;VL_CRED_MF;I155_VL_CRED_MF;Valor total dos créditos em MF.;N;19;2;TRUE
2029;8.00;I155;14;VL_SLD_FIN_MF;I155_VL_SLD_FIN_MF;Valor do saldo final do período em MF.;N;19;2;TRUE
2030;8.00;I155;15;IND_DC_FIN_MF;I155_IND_DC_FIN_MF;Indicador da situação final em MF: D/C;C;1;-;TRUE
2031;8.00;I157;1;REG;I157_REG;Texto fixo contendo I157.;C;4;-;TRUE
2032;8.00;I157;2;COD_CTA;I157_COD_CTA;Código da conta analítica do plano de contas anterior.;C;-;-;TRUE
2033;8.00;I157;3;COD_CCUS;I157_COD_CCUS;Código do centro de custos do plano de contas anterior.;C;-;-;TRUE
2034;8.00;I157;4;VL_SLD_INI;I157_VL_SLD_INI;Valor do saldo inicial do período.;N;19;2;TRUE
2035;8.00;I157;5;IND_DC_INI;I157_IND_DC_INI;"Indicador da situação do saldo inicial: D - Devedor; C - Credor.";C;1;-;TRUE
2036;8.00;I157;6;VL_SLD_INI_MF;I157_VL_SLD_INI_MF;Valor do saldo inicial do período em moeda funcional, convertido em reais.;N;19;2;TRUE
2037;8.00;I157;7;IND_DC_INI_MF;I157_IND_DC_INI_MF;Indicador da situação do saldo inicial em moeda funcional: D ou C.;C;1;-;TRUE
2038;8.00;I200;1;REG;I200_REG;Texto fixo contendo I200.;C;4;-;TRUE
2039;8.00;I200;2;NUM_LCTO;I200_NUM_LCTO;Número ou Código de identificação único do lançamento contábil.;C;-;-;TRUE
2040;8.00;I200;3;DT_LCTO;I200_DT_LCTO;Data do lançamento.;N;8;-;TRUE
2041;8.00;I200;4;VL_LCTO;I200_VL_LCTO;Valor do lançamento.;N;19;2;TRUE
2042;8.00;I200;5;IND_LCTO;I200_IND_LCTO;"Indicador do tipo de lançamento: N – Lançamento normal; E – Lançamento de encerramento de contas de resultado.";C;1;-;TRUE
2043;8.00;I200;6;DT_LCTO_EXT;I200_DT_LCTO_EXT;Data de ocorrência dos fatos objeto do lançamento extemporâneo.;N;8;-;TRUE
2044;8.00;I200;7;VL_LCTO_MF;I200_VL_LCTO_MF;Valor do lançamento em moeda funcional, convertido para reais.;N;19;2;TRUE
2045;8.00;I250;1;REG;I250_REG;Texto fixo contendo I250.;C;4;-;TRUE
2046;8.00;I250;2;COD_CTA;I250_COD_CTA;Código da conta analítica debitada/creditada.;C;-;-;TRUE
2047;8.00;I250;3;COD_CCUS;I250_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
2048;8.00;I250;4;VL_DC;I250_VL_DC;Valor da partida.;N;19;2;TRUE
2049;8.00;I250;5;IND_DC;I250_IND_DC;"Indicador da natureza da partida:D - Débito;C - Crédito.";C;1;-;TRUE
2050;8.00;I250;6;NUM_ARQ;I250_NUM_ARQ;Número, código ou caminho de localização dos documentos arquivados.;C;-;-;TRUE
2051;8.00;I250;7;COD_HIST_PAD;I250_COD_HIST_PAD;Código do histórico padronizado, conforme tabela I075.;C;-;-;TRUE
2052;8.00;I250;8;HIST;I250_HIST;Histórico completo da partida ou histórico complementar.;C;65535;-;TRUE
2053;8.00;I250;9;COD_PART;I250_COD_PART;Código de identificação do participante na partida conforme tabela 0150 (preencher somente se identificado no registro 0180).;C;-;-;TRUE
2054;8.00;I250;10;VL_DC_MF;I250_VL_DC_MF;Valor da partida em moeda funcional, convertido para reais.;N;19;2;TRUE
2055;8.00;I250;11;IND_DC_MF;I250_IND_DC_MF;"Indicador da natureza da partida em moeda funcional:D - Débito;C - Crédito.";C;1;-;TRUE
2056;8.00;I300;1;REG;I300_REG;Texto fixo contendo I300.;C;4;-;TRUE
2057;8.00;I300;2;DT_BCTE;I300_DT_BCTE;Data do balancete.;N;8;-;TRUE
2058;8.00;I310;1;REG;I310_REG;Texto fixo contendo I310.;C;4;-;TRUE
2059;8.00;I310;2;COD_CTA;I310_COD_CTA;Código da conta analítica debitada/creditada.;C;-;-;TRUE
2060;8.00;I310;3;COD_CCUS;I310_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
2061;8.00;I310;4;VAL_DEBD;I310_VAL_DEBD;Total dos débitos do dia.;N;19;2;TRUE
2062;8.00;I310;5;VAL_CREDD;I310_VAL_CREDD;Total dos créditos do dia.;N;19;2;TRUE
2063;8.00;I310;6;VAL_DEB_MF;I310_VAL_DEB_MF;Total dos débitos do dia em moeda funcional, convertido para reais.;N;19;2;TRUE
2064;8.00;I310;7;VAL_CRED_MF;I310_VAL_CRED_MF;Total dos créditos do dia em moeda funcional, convertido para reais.;N;19;2;TRUE
2065;8.00;I350;1;REG;I350_REG;Texto fixo contendo I350.;C;4;-;TRUE
2066;8.00;I350;2;DT_RES;I350_DT_RES;Data da apuração do resultado.;N;8;-;TRUE
2067;8.00;I355;1;REG;I355_REG;Texto fixo contendo I355.;C;4;-;TRUE
2068;8.00;I355;2;COD_CTA;I355_COD_CTA;Código da conta analítica de resultado.;C;-;-;TRUE
2069;8.00;I355;3;COD_CCUS;I355_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
2070;8.00;I355;4;VL_CTA;I355_VL_CTA;Valor do saldo final antes do lançamento de encerramento.;N;19;2;TRUE
2071;8.00;I355;5;IND_DC;I355_IND_DC;"Indicador da situação do saldo final: D - Devedor; C - Credor.";C;1;-;TRUE
2072;8.00;I355;6;VL_CTA_MF;I355_VL_CTA_MF;Valor do saldo final antes do lançamento de encerramento em moeda funcional.;N;19;2;TRUE
2073;8.00;I355;7;IND_DC_MF;I355_IND_DC_MF;"Indicador da situação do saldo final em moeda funcional: D - Devedor; C - Credor.";C;1;-;TRUE
2074;8.00;I500;1;REG;I500_REG;Texto fixo contendo I500.;C;4;-;TRUE
2075;8.00;I500;2;TAM_FONTE;I500_TAM_FONTE;Tamanho da fonte.;N;2;-;TRUE
2076;8.00;I510;1;REG;I510_REG;Texto fixo contendo I510.;C;4;-;TRUE
2077;8.00;I510;2;NM_CAMPO;I510_NM_CAMPO;Nome do campo, sem espaços em branco ou caractere especial.;C;16;-;TRUE
2078;8.00;I510;3;DESC_CAMPO;I510_DESC_CAMPO;Descrição do campo (utilizada na visualização do Livro Auxiliar);C;50;-;TRUE
2079;8.00;I510;4;TIPO_CAMPO;I510_TIPO_CAMPO;"Tipo do campo: N – Numérico; C – Caractere.";C;1;-;TRUE
2080;8.00;I510;5;TAM_CAMPO;I510_TAM_CAMPO;Tamanho do campo.;N;3;-;TRUE
2081;8.00;I510;6;DEC_CAMPO;I510_DEC_CAMPO;Quantidade de casas decimais para campos tipo N.;N;2;-;TRUE
2082;8.00;I510;7;COL_CAMPO;I510_COL_CAMPO;Largura da coluna no relatório (em quantidade de caracteres).;N;3;-;TRUE
2083;8.00;I550;1;REG;I550_REG;Texto fixo contendo I550.;C;4;-;TRUE
2084;8.00;I550;--;RZ_CONT;I550_RZ_CONT;Conteúdo dos campos mencionados no Registro I510. Cada linha deve conter todos os campos indicados no Registro I510, separados por Pipe (|).;-;-;-;TRUE
2085;8.00;I555;1;REG;I555_REG;Texto fixo contendo I555.;C;4;-;TRUE
2086;8.00;I555;--;RZ_CONT_TOT;I555_RZ_CONT_TOT;Conteúdo dos campos mencionados no Registro I510.;-;-;-;TRUE
2087;8.00;I990;1;REG;I990_REG;Texto fixo contendo I990.;C;4;-;TRUE
2088;8.00;I990;2;QTD_LIN_I;I990_QTD_LIN_I;Quantidade total de linhas do Bloco I.;N;-;-;TRUE
2089;8.00;J001;1;REG;J001_REG;Texto fixo contendo J001.;C;4;-;TRUE
2090;8.00;J001;2;IND_DAD;J001_IND_DAD;"Indicador de movimento: 0 – Com dados; 1 – Sem dados.";N;1;-;TRUE
2091;8.00;J005;1;REG;J005_REG;Texto fixo contendo J005.;C;4;-;TRUE
2092;8.00;J005;2;DT_INI;J005_DT_INI;Data inicial das demonstrações contábeis.;N;8;-;TRUE
2093;8.00;J005;3;DT_FIN;J005_DT_FIN;Data final das demonstrações contábeis.;N;8;-;TRUE
2094;8.00;J005;4;ID_DEM;J005_ID_DEM;"Identificação das demonstrações: 1 – Da pessoa jurídica da escrituração; 2 – Consolidadas ou de outras pessoas jurídicas.";N;1;-;TRUE
2095;8.00;J005;5;CAB_DEM;J005_CAB_DEM;Cabeçalho das demonstrações.;C;65535;-;TRUE
2096;8.00;J100;1;REG;J100_REG;Texto fixo contendo J100.;C;4;-;TRUE
2097;8.00;J100;2;COD_AGL;J100_COD_AGL;Código de aglutinação atribuído pela pessoa jurídica.;C;-;-;TRUE
2098;8.00;J100;3;IND_COD_AGL;J100_IND_COD_AGL;"Indicador do tipo de código de aglutinação das linhas: T – Totalizador; D – Detalhe.";C;1;-;TRUE
2099;8.00;J100;4;NIVEL_AGL;J100_NIVEL_AGL;Nível do Código de aglutinação (mesmo conceito do plano de contas – Registro I050).;N;-;-;TRUE
2100;8.00;J100;5;COD_AGL_SUP;J100_COD_AGL_SUP;Código de aglutinação sintético/grupo de código de aglutinação de nível superior.;C;-;-;TRUE
2101;8.00;J100;6;IND_GRP_BAL;J100_IND_GRP_BAL;"Indicador de grupo do balanço: A – Ativo; P – Passivo e Patrimônio Líquido.";C;1;-;TRUE
2102;8.00;J100;7;DESCR_COD_AGL;J100_DESCR_COD_AGL;Descrição do Código de aglutinação.;C;-;-;TRUE
2103;8.00;J100;8;VL_CTA_INI;J100_VL_CTA_INI;Valor inicial do código de aglutinação no Balanço Patrimonial no exercício informado.;N;19;2;TRUE
2104;8.00;J100;9;IND_DC_CTA_INI;J100_IND_DC_CTA_INI;"Indicador da situação do saldo inicial: D – Devedor; C – Credor.";C;1;-;TRUE
2105;8.00;J100;10;VL_CTA_FIN;J100_VL_CTA_FIN;Valor final do código de aglutinação no Balanço Patrimonial no exercício informado.;N;19;2;TRUE
2106;8.00;J100;11;IND_DC_CTA_FIN;J100_IND_DC_CTA_FIN;"Indicador da situação do saldo final: D – Devedor; C – Credor.";C;1;-;TRUE
2107;8.00;J100;12;NOTA_EXP_REF;J100_NOTA_EXP_REF;Referência à numeração das notas explicativas relativas às demonstrações contábeis.;C;12;-;TRUE
2108;8.00;J150;1;REG;J150_REG;Texto fixo contendo J150.;C;4;-;TRUE
2109;8.00;J150;2;NU_ORDEM;J150_NU_ORDEM;Número de ordem da linha na visualização da demonstração.;N;19;-;TRUE
2110;8.00;J150;3;COD_AGL;J150_COD_AGL;Código de aglutinação das linhas, atribuído pela pessoa jurídica.;C;-;-;TRUE
2111;8.00;J150;4;IND_COD_AGL;J150_IND_COD_AGL;"Indicador do tipo de código de aglutinação das linhas: T – Totalizador; D – Detalhe.";C;1;-;TRUE
2112;8.00;J150;5;NIVEL_AGL;J150_NIVEL_AGL;Nível do Código de aglutinação (mesmo conceito do plano de contas – Registro I050).;N;-;-;TRUE
2113;8.00;J150;6;COD_AGL_SUP;J150_COD_AGL_SUP;Código de aglutinação sintético/grupo de código de aglutinação de nível superior.;C;-;-;TRUE
2114;8.00;J150;7;DESCR_COD_AGL;J150_DESCR_COD_AGL;Descrição do Código de aglutinação.;C;-;-;TRUE
2115;8.00;J150;8;VL_CTA_INI;J150_VL_CTA_INI;Valor de saldo final da linha no período imediatamente anterior (saldo final da DRE anterior).;N;19;2;TRUE
2116;8.00;J150;9;IND_DC_CTA_INI;J150_IND_DC_CTA_INI;"Indicador da situação do valor final: D – Devedor; C – Credor.";C;1;-;TRUE
2117;8.00;J150;10;VL_CTA_FIN;J150_VL_CTA_FIN;Valor final da linha antes do encerramento do exercício.;N;19;2;TRUE
2118;8.00;J150;11;IND_DC_CTA_FIN;J150_IND_DC_CTA_FIN;"Indicador da situação do valor final da linha antes do encerramento do exercício: D – Devedor; C – Credor.";C;1;-;TRUE
2119;8.00;J150;12;IND_GRP_DRE;J150_IND_GRP_DRE;"Indicador de grupo da DRE: D – Redução do lucro (despesa); R – Aumento do lucro (receita).";C;1;-;TRUE
2120;8.00;J150;13;NOTA_EXP_REF;J150_NOTA_EXP_REF;Referência à numeração das notas explicativas relativas às demonstrações contábeis.;C;12;-;TRUE
2121;8.00;J210;1;REG;J210_REG;Texto fixo contendo J210.;C;4;-;TRUE
2122;8.00;J210;2;IND_TIP;J210_IND_TIP;"Indicador do tipo de demonstração: 0 – DLPA; 1 – DMPL.";N;1;-;TRUE
2123;8.00;J210;3;COD_AGL;J210_COD_AGL;Código de aglutinação das contas do patrimônio líquido, atribuído pela pessoa jurídica.;C;-;-;TRUE
2124;8.00;J210;4;DESCR_COD_AGL;J210_DESCR_COD_AGL;Descrição do código de aglutinação.;C;-;-;TRUE
2125;8.00;J210;5;VL_CTA;J210_VL_CTA;Saldo final do código de aglutinação no período informado.;N;19;2;TRUE
2126;8.00;J210;6;IND_DC_CTA;J210_IND_DC_CTA;"Indicador da situação do saldo final: D – Devedor; C – Credor.";C;1;-;TRUE
2127;8.00;J210;7;VL_CTA_INI;J210_VL_CTA_INI;Saldo inicial do código de aglutinação no período informado.;N;19;2;TRUE
2128;8.00;J210;8;IND_DC_CTA_INI;J210_IND_DC_CTA_INI;"Indicador da situação do saldo inicial: D – Devedor; C – Credor.";C;1;-;TRUE
2129;8.00;J210;9;NOTA_EXP_REF;J210_NOTA_EXP_REF;Referência à numeração das notas explicativas relativas às demonstrações contábeis.;C;12;-;TRUE
2130;8.00;J215;1;REG;J215_REG;Texto fixo contendo J215.;C;4;-;TRUE
2131;8.00;J215;2;COD_HIST_FAT;J215_COD_HIST_FAT;Código do histórico do fato contábil.;C;-;-;TRUE
2132;8.00;J215;3;VL_FAT_CONT;J215_VL_FAT_CONT;Valor do fato contábil.;N;19;2;TRUE
2133;8.00;J215;4;IND_DC_FAT;J215_IND_DC_FAT;"Indicador da situação do saldo: D – Devedor; C – Credor; P – Total Pos.; N – Total Neg.";C;1;-;TRUE
2134;8.00;J900;1;REG;J900_REG;Texto fixo contendo J900.;C;4;-;TRUE
2135;8.00;J900;2;DNRC_ENCER;J900_DNRC_ENCER;Texto fixo contendo TERMO DE ENCERRAMENTO.;C;21;-;TRUE
2136;8.00;J900;3;NUM_ORD;J900_NUM_ORD;Número de ordem do instrumento de escrituração.;N;-;-;TRUE
2137;8.00;J900;4;NAT_LIVRO;J900_NAT_LIVRO;"Natureza do livro; finalidade a que se destinou.";C;80;-;TRUE
2138;8.00;J900;5;NOME;J900_NOME;Nome empresarial.;C;-;-;TRUE
2139;8.00;J900;6;QTD_LIN;J900_QTD_LIN;Quantidade total de linhas do arquivo digital.;N;-;-;TRUE
2140;8.00;J900;7;DT_INI_ESCR;J900_DT_INI_ESCR;Data de início da escrituração.;N;8;-;TRUE
2141;8.00;J900;8;DT_FIN_ESCR;J900_DT_FIN_ESCR;Data de término da escrituração.;N;8;-;TRUE
2142;8.00;J930;1;REG;J930_REG;Texto fixo contendo J930.;C;4;-;TRUE
2143;8.00;J930;2;IDENT_NOM;J930_IDENT_NOM;Nome do signatário.;C;-;-;TRUE
2144;8.00;J930;3;IDENT_CPF_CNPJ;J930_IDENT_CPF_CNPJ;CPF ou CNPJ do signatário.;N;14;-;TRUE
2145;8.00;J930;4;IDENT_QUALIF;J930_IDENT_QUALIF;Qualificação do assinante.;C;-;-;TRUE
2146;8.00;J930;5;COD_ASSIN;J930_COD_ASSIN;Código de qualificação do assinante, conforme tabela.;C;3;-;TRUE
2147;8.00;J930;6;IND_CRC;J930_IND_CRC;Número de inscrição do contabilista no Conselho Regional de Contabilidade.;C;-;-;TRUE
2148;8.00;J930;7;EMAIL;J930_EMAIL;E-mail do signatário.;C;60;-;TRUE
2149;8.00;J930;8;FONE;J930_FONE;Telefone do signatário.;C;-;-;TRUE
2150;8.00;J930;9;UF_CRC;J930_UF_CRC;UF da inscrição do CRC.;C;2;-;TRUE
2151;8.00;J930;10;NUM_SEQ_CRC;J930_NUM_SEQ_CRC;Número da Certidão de Regularidade Profissional do Contador no seguinte formato: UF/ano/número;C;-;-;TRUE
2152;8.00;J930;11;DT_CRC;J930_DT_CRC;Data de validade da Certidão de Regularidade Profissional do Contador;N;8;-;TRUE
2153;8.00;J930;12;IND_RESP_LEGAL;J930_IND_RESP_LEGAL;Indicação se o signatário é o representante legal junto à RFB (S/N).;C;1;-;FALSE
2154;8.00;J932;1;REG;J932_REG;Texto fixo contendo J932.;C;4;-;FALSE
2155;8.00;J932;2;IDENT_NOM_T;J932_IDENT_NOM_T;Nome do signatário do termo de verificação.;C;-;-;FALSE
2156;8.00;J932;3;IDENT_CPF_CNPJ_T;J932_IDENT_CPF_CNPJ_T;CPF ou CNPJ do assinante do termo de verificação.;N;14;-;FALSE
2157;8.00;J932;4;IDENT_QUALIF_T;J932_IDENT_QUALIF_T;Qualificação do assinante do termo de verificação, conforme tabela.;C;-;-;FALSE
2158;8.00;J932;5;COD_ASSIN_T;J932_COD_ASSIN_T;Código de qualificação do assinante do termo de verificação, conforme tabela.;C;3;-;FALSE
2159;8.00;J932;6;IND_CRC_T;J932_IND_CRC_T;Número de inscrição do contabilista no Conselho;C;-;-;FALSE
2160;8.00;J935;1;REG;J935_REG;Texto fixo contendo J935.;C;4;-;TRUE
2161;8.00;J935;2;NOME_AUDITOR;J935_NOME_AUDITOR;Nome do auditor independente.;C;-;-;TRUE
2162;8.00;J935;3;COD_CVM_AUDITOR;J935_COD_CVM_AUDITOR;Registro do auditor independente na CVM.;C;-;-;TRUE
2163;8.00;J990;1;REG;J990_REG;Texto fixo contendo J990;C;4;-;TRUE
2164;8.00;J990;2;QTD_LIN_J;J990_QTD_LIN_J;Quantidade total de linhas do Bloco J;N;-;-;TRUE
2165;8.00;K001;1;REG;K001_REG;Texto fixo contendo K001.;C;4;-;TRUE
2166;8.00;K001;2;IND_DAD;K001_IND_DAD;Indicador de movimento:0 – Bloco com dados informados1 – Bloco sem dados informados;N;1;-;TRUE
2167;8.00;K030;1;REG;K030_REG;Texto fixo contendo K030.;C;4;-;TRUE
2168;8.00;K030;2;DT_INI;K030_DT_INI;Data inicial do período consolidado.;N;8;-;TRUE
2169;8.00;K030;3;DT_FIN;K030_DT_FIN;Data final do período consolidado.;N;8;-;TRUE
2170;8.00;K100;1;REG;K100_REG;Texto fixo contendo K100.;C;4;-;TRUE
2171;8.00;K100;2;COD_PAIS;K100_COD_PAIS;Código do país da empresa (BACEN).;N;5;-;TRUE
2172;8.00;K100;3;EMP_COD;K100_EMP_COD;Código de identificação da empresa participante.;N;4;-;TRUE
2173;8.00;K100;4;CNPJ;K100_CNPJ;CNPJ (somente os 8 primeiros dígitos).;N;8;-;TRUE
2174;8.00;K100;5;NOME;K100_NOME;Nome empresarial.;C;-;-;TRUE
2175;8.00;K100;6;PER_PART;K100_PER_PART;Percentual de participação total do conglomerado na empresa no final do período consolidado.;N;8;4;TRUE
2176;8.00;K100;7;EVENTO;K100_EVENTO;"Evento societário ocorrido no período: S – Sim; N – Não.";C;1;-;TRUE
2177;8.00;K100;8;PER_CONS;K100_PER_CONS;Percentual de consolidação da empresa no final do período consolidado.;N;8;4;TRUE
2178;8.00;K100;9;DATA_INI_EMP;K100_DATA_INI_EMP;Data inicial do período da escrituração contábil da empresa consolidada.;N;8;-;TRUE
2179;8.00;K100;10;DATA_FIN_EMP;K100_DATA_FIN_EMP;Data final do período da escrituração contábil da empresa consolidada.;N;8;-;TRUE
2180;8.00;K110;1;REG;K110_REG;Texto fixo contendo K110.;C;4;-;TRUE
2181;8.00;K110;2;EVENTO;K110_EVENTO;Evento societário ocorrido no período:1 – Aquisição2 – Alienação3 – Fusão4 – Cisão Parcial5 – Cisão Total6 – Incorporação7 – Extinção8 – Constituição;N;1;-;TRUE
2182;8.00;K110;3;DT_EVENTO;K110_DT_EVENTO;Data do evento societário.;N;8;-;TRUE
2183;8.00;K115;1;REG;K115_REG;Texto fixo contendo K115.;C;4;-;TRUE
2184;8.00;K115;2;EMP_COD_PART;K115_EMP_COD_PART;Código da empresa envolvida na operação;N;4;-;TRUE
2185;8.00;K115;3;COND_PART;K115_COND_PART;"Condição da empresa relacionada à operação:1 – Sucessora;2 – Adquirente;3 – Alienante";N;1;-;TRUE
2186;8.00;K115;4;PER_EVT;K115_PER_EVT;Percentual da empresa participante envolvida na operação;N;8;4;TRUE
2187;8.00;K200;1;REG;K200_REG;Texto fixo contendo K200.;C;4;-;TRUE
2188;8.00;K200;2;COD_NAT;K200_COD_NAT;Código da natureza da conta/grupo de contas, conforme tabela publicada pelo Sped.;C;2;-;TRUE
2189;8.00;K200;3;IND_CTA;K200_IND_CTA;"Indicador do tipo de conta: S – Sintética; A – Analítica";C;1;-;TRUE
2190;8.00;K200;4;NIVEL;K200_NIVEL;Nível da conta;N;-;-;TRUE
2191;8.00;K200;5;COD_CTA;K200_COD_CTA;Código da conta;C;-;-;TRUE
2192;8.00;K200;6;COD_CTA_SUP;K200_COD_CTA_SUP;Código da conta superior;C;-;-;TRUE
2193;8.00;K200;7;CTA;K200_CTA;Nome da conta;C;-;-;TRUE
2194;8.00;K210;1;REG;K210_REG;Texto fixo contendo K210.;C;4;-;TRUE
2195;8.00;K210;2;COD_EMP;K210_COD_EMP;Código de identificação da empresa participante;N;4;-;TRUE
2196;8.00;K210;3;COD_CTA_EMP;K210_COD_CTA_EMP;Código da conta da empresa participante;C;-;-;TRUE
2197;8.00;K300;1;REG;K300_REG;Texto fixo contendo K300.;C;4;-;TRUE
2198;8.00;K300;2;COD_CTA;K300_COD_CTA;Código da conta consolidada;C;-;-;TRUE
2199;8.00;K300;3;VAL_AG;K300_VAL_AG;Valor absoluto aglutinado;N;19;2;TRUE
2200;8.00;K300;4;IND_VAL_AG;K300_IND_VAL_AG;"Indicador da situação do valor aglutinado: D – Devedor; C – Credor";C;1;-;TRUE
2201;8.00;K300;5;VAL_EL;K300_VAL_EL;Valor absoluto das eliminações;N;19;2;TRUE
2202;8.00;K300;6;IND_VAL_EL;K300_IND_VAL_EL;"Indicador da situação do valor eliminado: D – Devedor; C – Credor";C;1;-;TRUE
2203;8.00;K300;7;VAL_CS;K300_VAL_CS;Valor absoluto consolidado: VAL_CS = VAL_AG – VAL_EL;N;19;2;TRUE
2204;8.00;K300;8;IND_VAL_CS;K300_IND_VAL_CS;"Indicador da situação do valor consolidado: D – Devedor; C – Credor";C;1;-;TRUE
2205;8.00;K310;1;REG;K310_REG;Texto fixo contendo K310.;C;4;-;TRUE
2206;8.00;K310;2;EMP_COD_PARTE;K310_EMP_COD_PARTE;Código da empresa detentora do valor aglutinado que foi eliminado;N;4;-;TRUE
2207;8.00;K310;3;VALOR;K310_VALOR;Parcela do valor eliminado total;N;19;2;TRUE
2208;8.00;K310;4;IND_VALOR;K310_IND_VALOR;"Indicador da situação do valor eliminado: D – Devedor; C – Credor";C;1;-;TRUE
2209;8.00;K315;1;REG;K315_REG;Texto fixo contendo K315.;C;4;-;TRUE
2210;8.00;K315;2;EMP_COD_CONTRA;K315_EMP_COD_CONTRA;Código da empresa da contrapartida;N;4;-;TRUE
2211;8.00;K315;3;COD_CONTRA;K315_COD_CONTRA;Código da conta consolidada da contrapartida;C;-;-;TRUE
2212;8.00;K315;4;VALOR;K315_VALOR;Parcela da contrapartida do valor eliminado total;N;19;2;TRUE
2213;8.00;K315;5;IND_VALOR;K315_IND_VALOR;Indicador da situação do valor eliminado: D – Devedor / C – Credor;C;1;-;TRUE
2214;8.00;K990;1;REG;K990_REG;Texto fixo contendo K990.;C;4;-;TRUE
